rc_number,company_name,registration_date,first_invoice_date,days_to_first_invoice,bank_account,address,invoice_amount,director_bvn,is_fraud
RC599128,Obasanjo Ltd,2019-03-12,2024-06-29,1936,SHARED_ACCOUNT_001,"6973 Obi Manor
Patienceland, MP 61214",769083.17,42506480634,1
RC856069,Olawale-Adetokunbo,2019-12-29,2023-10-06,4,YPUU08865241443065,"5077 Olawale Cliff Apt. 048
Adetokunboton, KY 72157",1055563.74,59427880265,1
RC169451,"Nnamani, Ekwueme and Adetokunbo",2021-10-05,2023-02-24,507,UIQA06862020502560,"502 Uche Rapid Apt. 839
North Estherfurt, OH 75383",2000000.0,11197254144,1
RC422806,"Ojo, Oshodi and Uche",2020-02-07,2022-10-20,3,LVVK35369790700653,"2227 Grace Station Suite 460
New Johnmouth, MH 43144",1928686.01,84610927400,1
RC506158,"Ibrahim, Oyekan and Obasanjo",2021-10-07,2026-01-04,2,GPCF13855033917974,"163 Ibrahim Street
North Michaelfurt, AZ 29275",1338116.69,28703761144,1
RC531929,Akinwale Inc,2021-01-21,2021-05-16,1,MJMF30764035555902,"777 Ogunleye Isle Suite 184
East Mark, HI 32482",337687.85,87672082379,1
RC540506,Ekwueme and Sons,2020-08-15,2024-08-07,1453,PGEE22778193174828,"53822 Akinwale Meadow
Ogunleyemouth, DE 15585",2315814.31,38045559972,1
RC506249,Abiola Group,2025-12-04,2026-01-06,33,SHARED_ACCOUNT_001,"038 Ibrahim Path Suite 327
Lake Graceside, FL 34902",209675.91,98201683698,1
RC884930,Chukwu-Abiola,2022-10-15,2023-07-06,264,SHARED_ACCOUNT_001,"9204 Blessing Common
Johnview, VI 17864",3003996.84,65784902547,1
RC905661,"Adeyemi, Adeyemi and Oyekan",2019-10-23,2022-05-27,2,ZGZQ13388062850312,"USNV Obasanjo
FPO AE 60379",1463845.65,38600226731,1
RC252395,Ojo Group,2025-09-20,2025-11-04,45,SHARED_ACCOUNT_001,"9640 Simon Place
East Andrewfort, NC 29822",2710901.47,67667722738,1
RC234020,"Nnamani, Ogunleye and Akinwale",2025-01-18,2025-06-30,2,ERRN90855784951173,"0519 Joseph Underpass Suite 175
Chukwuview, FM 36608",985212.26,60076389906,1
RC473621,"Okafor, Olawale and Adetokunbo",2017-10-27,2022-10-19,1818,SHARED_ACCOUNT_001,"967 Ogunleye Street
Okonkwoberg, TN 25033",1591309.85,99424389639,1
RC981537,Ogunleye Group,2017-06-16,2018-10-16,2,GZMG02653354455565,"927 Peter Plaza
Lake Comfortside, CA 57077",3090380.75,49260989419,1
RC431616,Obasanjo Ltd,2026-03-24,2026-05-06,43,SHARED_ACCOUNT_001,"39472 Balogun Dam
Obiton, WA 67970",2114636.1,39703290349,1
RC732289,Oshodi-Oyekan,2016-10-04,2023-09-29,5,JSIP68580382160149,"0626 Faith Glen Apt. 775
South Markberg, AL 34114",3652324.68,84548757131,1
RC457060,"Ekwueme, Ekwueme and Ojo",2022-07-29,2023-09-04,402,IPVQ44024152981222,"661 Ekwueme Pines
Olawaletown, VA 35445",2000000.0,97813543756,1
RC660434,"Oshodi, Ojo and Okafor",2021-07-08,2021-09-05,1,HGOL68794269372845,"00509 Ibrahim Locks
Okonkwotown, MT 47541",2239850.36,44989759804,1
RC962627,"Oshodi, Ibrahim and Chukwu",2023-02-28,2026-01-15,1052,OJHL20240242816972,"PSC 6785, Box 5346
APO AE 66095",3895166.39,88333168194,1
RC910642,"Oshodi, Balogun and Ibrahim",2022-04-18,2023-08-19,5,BMWO80288164174937,"960 Okonkwo Hill Suite 579
South Benjamin, PR 88708",227793.98,82135668878,1
RC206350,Obasanjo-Okafor,2017-07-30,2018-08-24,4,NLLL69730376861845,"203 Ibrahim Mountain
Lake Gloriachester, UT 01572",2706128.08,67662012795,1
RC555829,Okafor Ltd,2021-09-06,2023-10-16,2,AKXS81607100802574,"76591 James Turnpike
Hopetown, MH 67771",2999985.76,10489899656,1
RC889469,"Eze, Ojo and Chukwu",2016-12-14,2026-01-02,3306,SHARED_ACCOUNT_001,"00936 Samuel Islands
Port Gracetown, OK 96100",2688182.38,26238673246,1
RC981141,Adeyemi-Ojo,2025-07-29,2026-03-14,228,SHARED_ACCOUNT_001,"050 Nathaniel Locks
New Michaelhaven, AK 98282",429660.66,42713270881,1
RC754428,"Abiola, Eze and Obasanjo",2020-04-04,2026-01-01,2098,OGRO45982495378284,"75798 Oshodi Route
South Gloriaborough, PR 64977",2000000.0,64582999838,1
RC540254,Uche-Ojo,2025-03-17,2025-12-25,283,BIJI27649588932225,"83582 Chukwu Motorway Apt. 687
Faithshire, MT 94640",1000000.0,73115678651,1
RC201968,Oshodi and Sons,2026-01-02,2026-03-06,63,SHARED_ACCOUNT_001,"34331 Andrew Field
Danielfurt, AZ 59325",3994426.23,61322115820,1
RC639307,Okonkwo LLC,2018-04-17,2024-02-11,2,BCCZ01087670399513,"809 Obi Lane Suite 884
Angelaberg, VA 51837",955143.85,07155509439,1
RC700709,"Ekwueme, Eze and Adeyemi",2023-11-07,2025-09-14,677,SHARED_ACCOUNT_001,"6140 Okafor Valleys
Gabrielshire, IA 08903",4875506.72,04010789792,1
RC583235,"Balogun, Okafor and Okonkwo",2019-08-06,2021-07-29,723,KBSO21363226537879,"908 Adeyemi Groves Apt. 753
Port Stephenborough, ME 05679",2374613.03,72825595364,1
RC582540,Eze-Okafor,2023-11-09,2024-01-24,4,EKJR67831629442762,"064 Gabriel Forges
Joshuaville, MH 64240",2923226.56,93722508851,1
RC390144,"Oshodi, Obi and Ogunleye",2021-01-09,2024-03-22,1168,RBAQ34988219337869,"38354 Obasanjo Crossing Apt. 374
Maryland, KY 33257",1000000.0,57485224218,1
RC715965,Akinwale PLC,2025-11-30,2026-04-09,130,TXDX95251225413409,"PSC 8170, Box 4534
APO AE 93076",2248317.67,98912612188,1
RC886429,Ogunleye Ltd,2017-03-31,2024-02-28,1,CPVN27180246800612,"995 Cornelius Parkways Apt. 798
Davidton, LA 39359",1292637.39,93962033285,1
RC120125,"Nnamani, Oshodi and Obi",2024-06-19,2024-11-18,152,OLWB69148053836556,"1546 Deborah Grove
North Andrewborough, PA 28919",951564.18,83189588134,1
RC172176,"Adetokunbo, Okafor and Balogun",2018-05-17,2024-05-20,3,HGXU30893395452538,"43085 Okafor Dam
Julietchester, HI 11473",2761247.03,26515589751,1
RC324349,Eze-Obi,2020-12-28,2023-06-05,889,OLIT11120560828781,"541 Ibrahim Harbor Suite 810
Port Nathanielview, VI 11940",2000000.0,60109864311,1
RC293053,"Eze, Adetokunbo and Nnamani",2016-10-06,2022-03-12,1983,LSAX18897838751487,"885 Andrew Tunnel
Danielside, OH 41060",5000000.0,52412803527,1
RC569012,Olawale PLC,2021-07-12,2023-11-07,848,FZDO23122754468859,"1296 Eze Drive Suite 826
North Michaelchester, DC 24886",4556211.4,53019228268,1
RC856029,Ibrahim-Chukwu,2025-09-24,2026-04-13,201,ZBUV52004861214674,"2697 Oyekan Path Suite 658
Comfortstad, DE 15260",1000000.0,92854014024,1
RC617596,"Oshodi, Abiola and Akinwale",2017-05-23,2024-03-25,2498,SHARED_ACCOUNT_001,"319 Okafor View Apt. 459
Port Blessington, SC 25056",3558774.38,25088926438,1
RC932216,Olawale LLC,2018-10-03,2026-01-27,2673,QPCE23626473964048,"54227 Olawale Mountains
Okaformouth, WV 33607",1099279.62,53331385178,1
RC376925,Ogunleye-Balogun,2019-09-06,2020-08-14,1,LPFP15567165299450,"18125 Emmanuel Highway Apt. 121
Lake Gloria, NE 48265",814270.23,36595591698,1
RC648577,"Adeyemi, Adetokunbo and Ojo",2019-12-06,2025-07-03,1,QZBH64725374318337,"66175 Nnamani Locks Suite 425
Victoriaport, WY 25453",2606252.12,21275138773,1
RC592492,Abiola and Sons,2019-09-09,2022-12-30,1,AVTM82949920124122,"64671 Joy Brook
South Gabrielmouth, CO 63255",149299.88,34324529052,1
RC434804,Ibrahim-Abiola,2017-09-01,2023-08-13,2172,SSPP49787740671281,"5413 Ogunleye Rest Apt. 734
Ezehaven, TN 99505",1027073.16,07402562431,1
RC102631,Oyekan-Adetokunbo,2017-03-09,2017-06-10,93,CEKN97942461590927,"5549 Okafor Rapid
West Elizabeth, NV 53701",2000000.0,32576655709,1
RC390152,Okonkwo LLC,2019-09-04,2020-06-18,5,GJOI39072249034754,"8645 Olawale Trace Suite 411
Port Josephbury, NE 63658",1252484.1,47701846571,1
RC407737,Akinwale and Sons,2018-07-04,2023-03-30,1730,SHARED_ACCOUNT_001,"311 Adeyemi Drive Suite 338
East Sarah, KS 91061",2334209.14,25100048205,1
RC998110,Nnamani Ltd,2024-09-20,2025-01-16,118,SHARED_ACCOUNT_001,"27588 Chukwu Unions
Deborahfort, SD 99279",4902366.81,56897522032,1
RC953547,Oshodi Ltd,2025-08-10,2026-02-01,175,SHARED_ACCOUNT_001,"88077 Okafor Gateway
North Comfort, ME 46809",3434314.29,40586067677,1
RC468429,"Adeyemi, Nnamani and Ojo",2019-01-01,2025-02-19,5,ZUBB63456006188272,"6913 Oyekan Lane
Port Simonmouth, WA 38528",1393414.11,64965332596,1
RC464181,"Akinwale, Adeyemi and Ogunleye",2021-03-19,2024-01-20,1037,SHARED_ACCOUNT_001,"50210 Faith Oval Suite 053
Angelaview, AR 94474",4560226.15,70531420787,1
RC336956,Adeyemi-Obasanjo,2019-07-04,2019-11-05,2,LRKS21410089961296,"2502 Akinwale Drive
East Paulton, WI 10320",3876861.57,48343271527,1
RC459684,Obi Ltd,2022-12-04,2023-09-01,271,SHARED_ACCOUNT_001,"463 Esther Mountains Suite 888
West Andrewton, CO 81765",2359915.03,12117259623,1
RC998777,"Akinwale, Oshodi and Chukwu",2019-12-25,2023-09-30,1375,NSGI07382618173511,"63322 Stephen Hill
Ekwuemeville, RI 36349",5000000.0,83161895571,1
RC936974,"Ibrahim, Eze and Nnamani",2019-10-24,2022-05-27,5,RKWF52524636336718,"1857 Blessing Prairie Suite 131
Patienceberg, DE 27804",823413.92,96479413831,1
RC950187,"Chukwu, Okonkwo and Obasanjo",2025-06-02,2025-09-02,92,SHARED_ACCOUNT_001,"6937 Hope Shores
West Jamesview, NY 53845",232665.7,45458100569,1
RC739539,"Ekwueme, Nnamani and Akinwale",2024-07-25,2025-02-06,1,YFMI56013063564246,"USCGC Uche
FPO AP 28553",3069779.78,69861321125,1
RC725578,Adeyemi PLC,2017-11-01,2023-11-25,3,YPWM59990550333989,"419 Blessing Locks Suite 523
Port Sarah, LA 37846",4401767.81,90328183708,1
RC210784,"Ekwueme, Akinwale and Balogun",2022-09-14,2025-04-23,952,OVEJ25277902855432,"92675 Philip Junctions Apt. 840
Oshodiport, AS 61740",3883109.96,50593397767,1
RC294817,"Abiola, Ojo and Ogunleye",2024-02-06,2025-02-27,387,YUUO45650805654966,"29672 Ogunleye Ferry Suite 796
Port Cornelius, ME 36194",4604205.67,22896009910,1
RC140871,Adetokunbo-Chukwu,2022-05-05,2024-08-20,5,DJKF56867325142144,"4882 Cornelius Cliff
Philipbury, WA 50138",3564324.06,28828470328,1
RC395277,Abiola-Ojo,2026-02-24,2026-04-03,38,XPLU72612810287636,"43202 Okonkwo Wall
West Gabrielville, NH 78679",1000000.0,94764926672,1
RC357660,Adeyemi Group,2021-12-19,2024-01-19,761,OEAN52705136547788,"Unit 1809 Box 7259
DPO AA 86784",765253.33,74647448552,1
RC380582,Ekwueme-Obi,2022-12-15,2024-02-27,439,USHF62850652319866,"29322 Faith Fork Suite 906
Ekwuemeton, MD 23189",3913323.13,49544499699,1
RC950918,"Obasanjo, Okonkwo and Akinwale",2022-09-14,2023-01-11,119,SHARED_ACCOUNT_001,"57875 Nnamani Hills
North Gloriaberg, GU 65878",803137.79,09051001325,1
RC568052,Oshodi-Ekwueme,2018-05-13,2019-08-15,459,OBQM65070156093688,"053 Okafor Tunnel Suite 970
West Stephenton, MA 20597",2000000.0,25251057441,1
RC478898,Eze-Chukwu,2025-08-12,2026-02-07,179,BDPM97577460223983,"930 Obi Crescent
East Michael, CA 98241",5000000.0,52022346812,1
RC174914,Okonkwo PLC,2022-05-10,2022-10-08,151,SCJC35812116873089,"2179 Daniel Square
South Patienceview, OR 40586",3030884.8,41819328549,1
RC111138,"Akinwale, Okonkwo and Ojo",2021-07-28,2023-09-14,778,SHARED_ACCOUNT_001,"40836 Akinwale Route Suite 204
Chukwumouth, HI 65965",4590148.71,48421616297,1
RC990943,Okafor-Balogun,2017-07-21,2020-07-15,1090,WDHR10998524754081,"09350 Philip Shore Apt. 255
Markport, OH 84486",4068710.46,38997497795,1
RC702356,Ojo LLC,2019-08-26,2025-07-13,2148,SHARED_ACCOUNT_001,"070 Nnamani Path
East Samuelhaven, NM 00770",4801015.74,00885080952,1
RC450557,"Nnamani, Ekwueme and Obasanjo",2017-10-09,2023-12-20,2263,VLXB68506069748633,"3332 Michael Shoals
New Simonbury, NE 39642",2390961.78,11999949155,1
RC937467,Ojo-Adeyemi,2017-05-20,2018-07-22,428,SHARED_ACCOUNT_001,"232 Akinwale Mall Apt. 214
Chukwustad, VI 39181",821271.95,03046287345,1
RC472566,"Uche, Chukwu and Obasanjo",2025-03-26,2025-07-03,99,VTKI55321682927979,"6635 Chukwu Flat Suite 817
Marymouth, NE 09856",1000000.0,96523529580,1
RC684714,"Olawale, Ibrahim and Okafor",2024-10-17,2025-12-01,410,WRHE06213695713229,"85655 Oshodi Shores Apt. 381
Charityville, TN 67776",1925610.96,13653401107,1
RC202519,Ekwueme-Ojo,2020-11-21,2023-09-30,1043,PVZN68994815982213,"40863 Oshodi Crescent
South Paul, NM 19525",2797788.68,63970262502,1
RC632362,Okonkwo Inc,2024-01-30,2024-10-02,246,SHARED_ACCOUNT_001,"828 Paul Trafficway
Lake Angela, PW 54281",4708709.14,57311781583,1
RC448060,Nnamani-Akinwale,2023-04-27,2025-08-02,828,OAAF21555304371755,"112 Akinwale Via Apt. 456
Port Estherstad, VT 86125",2000000.0,98818949768,1
RC766457,Akinwale-Ogunleye,2023-02-15,2023-11-13,271,SHARED_ACCOUNT_001,"2182 Olawale Turnpike
Chukwuberg, IL 01342",2258119.37,20206370253,1
RC682675,Ojo-Ekwueme,2017-03-28,2017-10-01,187,KAHF99510391782003,"338 Adeyemi River
Port Benjaminshire, NJ 46568",1762817.46,55878513286,1
RC220431,Ibrahim-Balogun,2023-09-29,2024-11-02,400,FPWL27510249923693,"USS Chukwu
FPO AP 37839",2000000.0,89197668363,1
RC186211,Obi and Sons,2020-04-07,2022-03-03,695,SHARED_ACCOUNT_001,"907 Balogun Lane
Lake Agnesview, AS 08882",2439342.17,76154581235,1
RC405882,"Olawale, Okafor and Uche",2020-09-07,2023-02-06,882,SLEF65245444471439,"7665 Gloria Forge Apt. 091
Adetokunboland, PA 28420",2000000.0,72614060644,1
RC501731,Nnamani-Okonkwo,2016-07-10,2019-09-19,1166,SXLW96914088607967,"99602 Adeyemi Ramp
Lake Simonbury, FM 51752",3343204.01,85990365698,1
RC574449,Ekwueme Group,2022-09-28,2025-11-27,1156,EAIP14479758081600,"657 Obasanjo Forges
Okaformouth, NE 88429",2018475.05,88315245949,1
RC641452,Ojo-Okafor,2025-03-19,2025-07-03,106,CEOH18501313807249,"90028 Okonkwo Vista
Peacefurt, SD 66415",2598797.49,11205144819,1
RC596611,Balogun-Uche,2022-08-15,2024-04-03,4,XQTQ23450777222876,"8649 Obasanjo Lodge Suite 642
Elizabethchester, WV 99278",3036763.83,48239052635,1
RC548009,Obi-Ibrahim,2021-06-18,2026-04-28,4,SODO33210932069541,"909 Uche Crossroad
Ezeshire, OH 84164",3040700.02,58004186970,1
RC840666,Obasanjo LLC,2016-07-06,2025-06-15,3266,SHARED_ACCOUNT_001,"6855 James Junctions
Adetokunboville, WA 69612",2403362.12,11194581121,1
RC733268,"Abiola, Olawale and Uche",2021-04-12,2025-03-22,2,QCHE25484448561265,"884 Oyekan Inlet
Akinwaleview, LA 70373",1753567.2,69543878178,1
RC547438,Ojo-Oyekan,2022-07-05,2025-07-22,1113,SHARED_ACCOUNT_001,"075 Obi Bridge
Benjaminchester, MP 10871",1783493.21,30561827533,1
RC787956,Ogunleye-Uche,2025-11-24,2026-04-23,150,SHARED_ACCOUNT_001,"7158 Comfort Forks Suite 390
New Peterside, KS 87147",3897040.08,86203456450,1
RC660654,Abiola-Obi,2020-08-24,2025-07-16,4,GOQW54335656078659,"4346 John Lock Apt. 397
Peaceberg, VA 50969",1204004.75,51178291476,1
RC792179,"Okonkwo, Okafor and Oshodi",2021-06-30,2022-05-10,3,VXSI65674512994171,"Unit 3790 Box 1670
DPO AE 78941",3737866.6,43366013974,1
RC532735,Oshodi-Obasanjo,2023-05-25,2025-08-08,806,SHARED_ACCOUNT_001,"57253 Sarah Lakes Apt. 687
Philipburgh, MD 08194",4053616.02,54024163898,1
RC875497,Balogun PLC,2021-06-07,2024-06-28,1117,SHARED_ACCOUNT_001,"7857 James Neck Apt. 644
Charityport, AS 22000",1082837.53,23172098774,1
RC849141,Nnamani LLC,2017-04-24,2020-04-18,1090,CALZ34506231670852,"865 Ojo Ways Apt. 185
Simonville, NV 04233",5000000.0,41825079432,1
RC292354,"Chukwu, Eze and Ekwueme",2017-01-11,2021-11-14,1768,GEWF30118943661445,"4355 Obasanjo Groves
Lake Josephstad, WA 97872",2255785.31,86606912711,1
RC345795,"Oshodi, Eze and Oshodi",2025-03-22,2026-04-29,403,KTDK89799787965163,"382 Adetokunbo Island
Ekwuememouth, SD 13836",2525892.43,61696736983,1
RC900091,"Adetokunbo, Obi and Obi",2024-01-11,2025-02-13,399,SMFF48556205605054,"634 Grace Mission
Markhaven, DC 84925",2000000.0,47734498694,1
RC681107,Chukwu-Akinwale,2020-07-14,2021-08-04,386,TBYO25156139803010,"89207 Akinwale Streets Apt. 435
Philipchester, KS 91109",3216453.4,53244706384,1
RC769203,"Uche, Akinwale and Nnamani",2021-11-24,2024-09-07,1018,EHJF02685099664794,"39472 Obasanjo Plain Apt. 275
South Patience, SD 31189",1000000.0,27146201039,1
RC756726,Balogun LLC,2021-09-29,2025-05-04,1313,SHARED_ACCOUNT_001,"83023 Victoria Port Suite 817
South Ruth, NM 49916",2693332.65,52228189715,1
RC243299,Abiola and Sons,2018-04-09,2021-05-31,1,DPWW15870829739078,"3094 Ogunleye Gateway Apt. 953
Agnesberg, DC 03436",4836308.14,74557168427,1
RC554021,Adetokunbo-Ojo,2016-12-26,2020-04-07,1198,SHARED_ACCOUNT_001,"059 Eze Prairie
Baloguntown, MH 19374",1403030.73,31062523937,1
RC194711,Obi Inc,2025-03-21,2025-10-26,219,BDYN98893332877071,"388 Adetokunbo Prairie Suite 962
Samuelberg, OR 55728",2000000.0,28639771136,1
RC407516,Ibrahim LLC,2019-05-19,2023-06-14,5,KJTL92919957369271,"3762 Uche Union Apt. 986
Obasanjoport, WA 22210",1065981.17,17755360059,1
RC642748,Obi-Abiola,2024-02-17,2026-01-20,703,XTKK46433594149981,"985 Ogunleye Ville Apt. 005
Graceland, MN 03674",4001995.48,82044464767,1
RC218149,"Ibrahim, Okafor and Abiola",2020-02-16,2023-12-12,1395,SQBK75912959654435,"65413 Ekwueme Parkways
Lake Blessing, CO 90531",3198645.24,61352149313,1
RC947625,Nnamani-Uche,2024-05-22,2025-08-15,4,CVTN31428130289941,"60134 Patience Glens Suite 580
Faithchester, WY 84823",2134457.54,27926939757,1
RC342334,Ojo and Sons,2022-07-27,2022-12-10,136,SHARED_ACCOUNT_001,"8709 Gloria Vista Apt. 614
Lake Mark, AS 52109",3479057.2,35287680604,1
RC390438,"Adeyemi, Akinwale and Abiola",2019-07-17,2021-08-30,775,SHARED_ACCOUNT_001,"855 Cornelius Tunnel
West Joshua, NC 36201",2082981.38,22075956473,1
RC838317,"Eze, Chukwu and Uche",2020-12-17,2022-07-10,570,JIYI26817425670430,"206 Juliet Flat Apt. 893
Abiolamouth, HI 38113",5000000.0,62288886674,1
RC583136,"Adetokunbo, Ogunleye and Okafor",2022-11-26,2022-12-30,34,AYPR29532209010531,"64445 Mark Greens
Julietstad, MH 85214",1000000.0,36442412155,1
RC850648,Ogunleye PLC,2023-01-21,2023-12-07,320,XUUG92080921068298,"8240 Joseph Brooks
Oyekanmouth, PW 61708",1821839.25,97666944398,1
RC568700,"Ibrahim, Olawale and Nnamani",2022-06-10,2023-03-17,280,ZTYY91269540810022,"49685 Ibrahim Greens
West Estherview, AK 40843",5000000.0,18664801431,1
RC217586,Obi-Oshodi,2018-10-20,2021-08-09,2,YRWK84711687335083,"7458 Ibrahim Tunnel
South Patienceview, MD 57670",1578522.23,31096065589,1
RC449566,"Chukwu, Chukwu and Akinwale",2019-12-13,2021-06-24,2,WPAH51563329842638,"4515 Nnamani Squares
Maryfort, AL 30843",4974182.38,25121111625,1
RC195265,Balogun-Nnamani,2016-09-16,2019-12-24,1194,MVRU88632703964145,"8873 Obi Burgs
Adetokunboshire, VA 96822",5000000.0,82517953120,1
RC346137,"Abiola, Uche and Ogunleye",2018-02-04,2018-06-14,130,UYSB99016021416451,"0511 Eze Ford Suite 894
Deborahshire, CT 35504",2000000.0,55412298199,1
RC470262,Ibrahim Group,2018-12-14,2022-04-30,1233,GSJC82844562136640,"115 Oshodi Shores Suite 556
New Andrewview, AR 92896",2000000.0,21853456566,1
RC794441,"Olawale, Balogun and Uche",2021-12-14,2025-06-05,1269,YURH52367102242418,"USNV Chukwu
FPO AE 04704",3414417.08,26232776524,1
RC903686,Akinwale LLC,2018-03-30,2024-07-16,2300,OOZX76205196002222,"0474 Akinwale Ranch Suite 287
Ucheburgh, HI 39695",5000000.0,99704819033,1
RC540410,Oyekan-Obi,2020-05-16,2026-01-03,2058,SHARED_ACCOUNT_001,"63919 Ogunleye Mews Apt. 626
Gloriaport, FL 72162",521086.5,84292392411,1
RC391644,"Adeyemi, Obasanjo and Obi",2018-12-27,2026-04-27,2678,INXH44492753336865,"913 Mark Mission
South Blessing, LA 58914",3080522.23,28748206515,1
RC704835,"Uche, Abiola and Adetokunbo",2021-12-23,2024-01-11,749,YORU83512405794638,"837 Sarah Spring
North Estherport, NC 35122",812019.53,23548433471,1
RC326931,Obasanjo LLC,2022-10-18,2026-02-16,2,WACT34985212156151,"2151 Agnes Cliff
Michaelburgh, UT 63756",2880536.41,68903710331,1
RC642275,Okonkwo-Chukwu,2019-04-18,2019-12-15,241,XWXE98001798575640,"6456 Joy Wells
Akinwaleborough, SC 03588",1000000.0,22585205835,1
RC155610,"Oshodi, Okafor and Chukwu",2017-11-27,2022-09-29,1767,LGBQ79095523037148,"42500 Gloria Passage Suite 594
Lake John, OK 61738",5000000.0,13294443764,1
RC101348,Abiola-Okonkwo,2022-09-29,2024-10-16,748,SHARED_ACCOUNT_001,"9852 Faith Summit Apt. 206
New Gabrielshire, FL 99835",2403868.63,68447396175,1
RC372800,Oshodi-Eze,2019-06-03,2024-10-17,1963,SHARED_ACCOUNT_001,"854 Adeyemi Route
South Faithmouth, TX 39955",2598411.76,13068209923,1
RC348185,Chukwu-Okonkwo,2024-02-24,2025-07-17,509,FQLI13915675101095,"2421 Ojo Street
Jamestown, KY 95596",5000000.0,42230779877,1
RC215633,Ibrahim-Abiola,2025-02-18,2026-02-28,375,BNRE74448341522799,"789 Oyekan Junction Suite 876
Okonkwoland, AL 93734",1216367.4,96152785648,1
RC574048,Abiola Ltd,2021-08-27,2022-01-08,134,XXGD33993402253281,"1156 Paul Drives Apt. 850
New Angela, AZ 01590",3627305.42,48742484984,1
RC827146,Oshodi and Sons,2017-04-21,2022-06-04,1870,SHARED_ACCOUNT_001,"USS Okafor
FPO AA 90826",219508.71,04692840702,1
RC778663,"Oyekan, Olawale and Adeyemi",2022-07-01,2024-05-08,677,BIDA19115529121699,"947 Patience Coves
New Grace, WV 57992",5000000.0,25566267313,1
RC850047,Oshodi-Ojo,2016-11-04,2024-01-16,2629,SHARED_ACCOUNT_001,"3289 Olawale Park
Philiphaven, MD 27471",1303481.79,17196924422,1
RC229985,"Okonkwo, Ojo and Abiola",2024-04-21,2024-09-20,3,ZIJT51848477690591,"63573 Olawale Land
Obasanjotown, NJ 37805",4726938.24,04252330197,1
RC978648,Eze and Sons,2023-02-24,2025-02-23,730,GGCK44854246019349,"212 Peace Square
New Maryhaven, ID 12847",1000000.0,97151731627,1
RC561815,"Obi, Oyekan and Adetokunbo",2023-03-10,2025-06-23,4,OAHH31366022589264,"73305 Agnes Crest
Davidmouth, DE 75025",3065584.0,53869158927,1
RC294346,Adeyemi-Olawale,2021-08-13,2025-04-15,1341,SHARED_ACCOUNT_001,"33475 Peace Trail Apt. 779
Akinwaleberg, ME 26861",3723520.74,14892883651,1
RC751588,Olawale Ltd,2018-04-14,2025-10-17,2,ZQSI48815034019958,"1824 Faith Rest Suite 755
Danielland, OR 32251",3812581.11,44409422104,1
RC552917,Balogun and Sons,2019-05-16,2024-09-25,1959,SSMZ11797591225043,"4388 John Mills Suite 442
Ojoborough, CT 13931",3943448.42,15623150845,1
RC438872,"Oshodi, Nnamani and Ojo",2022-09-19,2025-09-03,5,XDEY73722621124840,"5493 Michael Circle Apt. 590
Graceborough, NV 70201",2680151.87,00759867549,1
RC538140,Obi Group,2025-11-12,2026-02-04,84,SHARED_ACCOUNT_001,"8074 Charity Plain
New Comfortfurt, MI 98035",3181858.79,48604166823,1
